"id","лемма","часть_речи","ipm","R","D","текстов","также_собственное"
18261,"лор","s",0.5,17,65,20,""
18262,"лорд","s",10.3,92,78,278,""
18263,"лори","s",0.4,11,48,11,""
18264,"лорнет","s",0.5,24,78,28,""
18265,"лос-анджелесский","a",0.6,26,78,33,""
18266,"лосиный","a",1.6,51,81,68,""
18267,"лосиха","s",0.6,14,64,16,""
18268,"лоск","s",1.8,72,90,132,""
18269,"лоскут","s",4.1,83,90,227,""
18270,"лоскутный","a",2.3,70,86,127,""
18271,"лоскуток","s",2.4,74,89,137,""
18272,"лосниться","v",4.6,75,89,258,""
18273,"лососевый","a",0.5,26,76,34,""
18274,"лососина","s",0.6,27,78,34,""
18275,"лосось","s",1.7,58,86,89,""
18276,"лось","s",6.5,86,87,215,""
18277,"лосьон","s",2.6,67,83,121,""
18278,"лот","s",1.9,54,86,90,"*"
18279,"лотерейный","a",1.4,53,85,84,""
18280,"лотерея","s",5.1,92,87,263,""
18281,"лото","s",1.4,46,65,64,""
18282,"лоток","s",6.6,96,92,334,""
18283,"лотос","s",3.6,77,89,160,""
18284,"лоточник","s",0.5,20,71,24,""
18285,"лофт","s",0.6,11,40,11,""
18286,"лох","s",4.6,78,86,174,"*"
18287,"лохань","s",0.6,32,78,37,""
18288,"лохматый","a",9.8,87,83,433,""
18289,"лохмотья","s",3.8,84,91,236,""
18290,"лохмы","s",0.5,30,83,43,""
18291,"лоция","s",0.7,22,72,23,""
18292,"лоцман","s",2.3,36,63,44,""
18293,"лоцманский","a",0.4,14,67,17,""
18294,"лошаденка","s",0.7,37,82,48,""
18295,"лошадиный","a",19.6,98,91,763,""
18296,"лошадка","s",8,92,87,344,""
18297,"лошадь","s",80.9,100,92,1549,""
18298,"лошак","s",0.5,17,57,19,""
18299,"лощеный","a",0.7,46,87,62,""
18300,"лощина","s",2.2,55,81,84,""
18301,"лощинка","s",0.5,16,69,18,""
18302,"лояльно","adv",0.9,56,89,78,""
18303,"лояльность","s",5.1,86,90,354,""
18304,"лояльный","a",4.3,82,90,325,""
18305,"лубок","s",1.1,49,86,76,""
18306,"лубочный","a",0.7,41,85,59,""
18307,"лубяной","a",0.4,15,62,18,""
18308,"лубянский","a",1.8,54,80,92,""
18309,"луг","s",17.8,96,91,635,""
18310,"луганский","a",0.8,25,58,31,""
18311,"луговина","s",0.7,30,75,38,""
18312,"луговой","a",2.3,62,82,120,""
18313,"лужа","s",22.2,95,91,890,""
18314,"лужайка","s",6.7,94,92,336,""
18315,"луженый","a",0.5,33,81,37,""
18316,"лужица","s",2.6,57,88,171,"*"
18317,"лужковский","a",0.7,25,74,43,""
18318,"лужок","s",1.3,50,85,78,""
18319,"луза","s",1,42,79,56,"*"
18320,"лузгать","v",0.7,33,80,50,""
18321,"лук","s",24.6,100,86,827,"*"
18322,"лука","s",7.2,83,74,214,"*"
18323,"лукавить","v",3.5,89,92,259,""
18324,"лукаво","adv",5.3,90,92,338,""
18325,"лукавство","s",3.2,81,92,230,""
18326,"лукавый","a",7.6,95,94,471,""
18327,"луковица","s",5.6,83,87,215,""
18328,"луковичный","a",0.8,28,72,44,""
18329,"луковка","s",0.7,34,83,50,""
18330,"луковый","a",1.5,68,90,111,""
18331,"лукойловский","a",0.5,19,73,29,""
18332,"лукоморье","s",0.6,30,80,37,""
18333,"лукошко","s",0.8,41,85,60,""
18334,"лук-порей","s",0.4,9,35,9,""
18335,"луна","s",45.8,100,91,1200,""
18336,"луна-парк","s",0.4,27,78,31,""
18337,"лунатик","s",1.2,43,80,79,""
18338,"лунка","s",7.3,78,81,214,""
18339,"лунный","a",16,97,91,605,""
18340,"луноход","s",0.8,21,41,23,""
18341,"луночный","a",0.9,10,61,60,""
18342,"лунь","s",1.5,37,50,43,""
18343,"лупа","s",2.9,78,90,168,""
18344,"лупить","v",6,84,90,337,""
18345,"лупоглазый","a",0.6,27,77,40,""
18346,"луч","s",45.4,100,94,1486,""
18347,"лучевой","a",2.2,55,66,94,""
18348,"лучезарно","adv",0.6,36,83,47,""
18349,"лучезарный","a",1.8,66,90,126,""
18350,"лучик","s",2.1,66,85,136,""
18351,"лучина","s",2,58,81,90,""
18352,"лучинка","s",0.5,25,80,33,""
18353,"лучистый","a",2.3,71,89,146,""
18354,"лучиться","v",1.8,61,88,123,""
18355,"лучник","s",0.9,29,70,38,"*"
18356,"лучок","s",0.7,39,84,48,""
18357,"лучше","adv",5.8,72,84,197,""
18358,"лучше","part",110.5,100,95,3381,""
18359,"лучшее","s",5,94,93,405,""
18360,"лучший","a",443.2,100,97,11353,""
18361,"лыбиться","v",0.8,38,84,60,""
18362,"лыжа","s",18.3,95,91,655,""
18363,"лыжник","s",2.8,70,86,145,""
18364,"лыжница","s",1,39,80,50,""
18365,"лыжный","a",7.7,91,90,326,""
18366,"лыжня","s",2.2,56,83,91,""
18367,"лыко","s",2.7,84,88,174,""
18368,"лысенковщина","s",0.4,16,60,17,""
18369,"лысенький","a",0.4,21,77,23,""
18370,"лысеть","v",2.2,69,88,149,""
18371,"лысина","s",7.5,83,90,372,""
18372,"лысинка","s",0.4,24,79,30,""
18373,"лысоватый","a",1.6,61,87,118,""
18374,"лысый","a",16.7,93,90,633,""
18375,"лычка","s",0.5,32,83,42,""
18376,"ль","conj",0.4,27,80,34,""
18377,"ль","part",8.3,92,76,423,""
18378,"львенок","s",1.4,26,40,30,""
18379,"львиный","a",6.2,93,94,449,""
18380,"львица","s",1.3,51,86,76,""
18381,"львовский","a",2,52,84,98,""
18382,"льгота","s",28.8,91,90,1229,""
18383,"льготник","s",2,40,81,90,""
18384,"льготный","a",7.8,82,89,500,""
18385,"льдина","s",6.1,78,83,213,""
18386,"льдинка","s",1.3,52,86,83,""
18387,"льдистый","a",0.8,39,84,58,""
18388,"льдогенератор","s",0.4,5,25,6,""
18389,"льнозавод","s",0.4,8,37,10,""
18390,"льнуть","v",1.5,58,87,106,""
18391,"льняной","a",3.5,93,92,225,""
18392,"льстец","s",0.7,39,84,49,""
18393,"льстиво","adv",0.6,37,85,49,""
18394,"льстивый","a",0.9,45,87,70,""
18395,"льстить","v",4.5,89,93,299,""
18396,"любвеобильный","a",0.9,48,87,70,""
18397,"любезнейший","a",0.6,36,80,40,""
18398,"любезничать","v",0.5,32,83,40,""
18399,"любезно","adv",8.4,98,94,506,""
18400,"любезность","s",4.4,85,89,266,""
18401,"любезный","a",13.3,98,93,607,""
18402,"люберецкий","a",1.4,40,81,54,""
18403,"любимая","s",4.4,90,91,274,""
18404,"любимейший","a",0.9,47,86,73,""
18405,"любимец","s",9.8,94,93,559,""
18406,"любимица","s",2.2,76,90,154,""
18407,"любимовский","a",0.7,14,30,16,""
18408,"любимский","a",0.4,19,75,26,""
18409,"любимчик","s",1.3,65,88,93,""
18410,"любимый","a",120.4,100,96,3743,""
18411,"любисток","s",0.5,4,8,4,""
18412,"любитель","s",33.9,100,94,1884,""
18413,"любительница","s",2,77,89,149,""
18414,"любительский","a",5.3,91,92,353,""
18415,"любить","v",503.1,100,95,6888,""
18416,"любиться","v",0.4,22,77,28,""
18417,"люблинский","a",0.5,24,68,27,""
18418,"любо","adv",1.2,53,86,71,""
18419,"любование","s",1.3,64,88,99,""
18420,"любоваться","v",19.6,98,95,946,""
18421,"любовник","s",18.8,92,89,590,""
18422,"любовница","s",16.5,91,77,456,""
18423,"любовно","adv",5,94,92,339,""
18424,"любовный","a",22,98,92,878,""
18425,"любовь","s",323.9,100,91,5147,"*"
18426,"любо-дорого","adv",0.6,35,84,46,""
18427,"любознательность","s",2,70,89,134,""
18428,"любознательный","a",3.7,91,92,282,""
18429,"любой","apro",408.8,100,96,11744,""
18430,"любопытнейший","a",0.5,34,84,38,""
18431,"любопытно","adv",13.4,99,95,843,""
18432,"любопытный","a",29.5,99,96,1572,""
18433,"любопытство","s",34.3,98,93,1211,""
18434,"любопытствовать","v",1.4,57,88,114,""
18435,"любопытствующий","a",0.6,39,86,54,""
18436,"любопытствующий","s",0.8,47,87,65,""
18437,"любушка","s",0.5,15,62,16,"*"
18438,"любящий","a",6.4,93,91,408,""
18439,"люд","s",5.5,94,88,297,""
18440,"людишки","s",2.3,70,86,131,""
18441,"людно","adv",1,45,84,77,""
18442,"людный","a",2.4,77,91,175,""
18443,"людоед","s",3.9,75,85,161,""
18444,"людоедка","s",0.4,17,64,17,""
18445,"людоедский","a",0.8,47,86,63,""
18446,"людоедство","s",0.7,37,84,49,""
18447,"людская","s",1,40,73,61,""
18448,"людской","a",16.9,100,94,843,""
18449,"люк","s",15.2,93,90,486,""
18450,"люкс","a",1.4,56,86,98,""
18451,"люкс","s",3.7,79,87,185,""
18452,"люксембургский","a",0.6,36,81,44,""
18453,"люксовый","a",0.5,21,59,23,""
18454,"люлька","s",2.9,69,82,136,""
18455,"люминесцентный","a",1,43,81,64,""
18456,"люминесценция","s",0.8,16,69,37,""
18457,"люмпен","s",0.9,50,86,69,""
18458,"люпин","s",0.4,19,72,26,""
18459,"люрекс","s",0.4,22,78,26,""
18460,"люсин","a",16.9,23,36,27,""
18461,"люстра","s",9.9,93,91,477,""
18462,"люськин","a",0.5,8,55,9,""
18463,"лютеранин","s",0.6,27,73,33,""
18464,"лютеранский","a",1.3,42,72,56,""
18465,"лютик","s",4.4,43,47,56,""
18466,"лютня","s",0.7,26,74,34,""
18467,"люто","adv",1.6,68,88,116,""
18468,"лютовать","v",0.9,46,87,66,""
18469,"лютый","a",7.8,91,87,395,""
18470,"люфт","s",0.6,27,77,37,""
18471,"люфтваффе","s",0.6,19,72,28,""
18472,"люцерна","s",0.7,26,72,32,""
18473,"лючок","s",0.4,22,76,27,""
18474,"ля","s",1.3,62,86,94,""
18475,"лягать","v",0.4,29,82,35,""
18476,"лягаться","v",0.5,29,81,38,""
18477,"лягнуть","v",1,45,85,78,""
18478,"лягушачий","a",1.1,55,87,80,""
18479,"лягушка","s",10.5,96,92,445,""
18480,"лягушонок","s",1.1,28,58,35,""
18481,"ляд","s",0.7,35,81,45,""
18482,"ляжка","s",4,62,81,183,""
18483,"лязг","s",2.8,64,89,177,""
18484,"лязганье","s",0.4,20,76,27,""
18485,"лязгать","v",1.7,51,86,115,""
18486,"лязгнуть","v",1.5,50,86,112,""
18487,"лялька","s",1.7,27,67,35,"*"
18488,"лямка","s",3.8,85,92,239,""
18489,"ляп","s",1.2,50,84,77,""
18490,"ляпнуть","v",3.9,76,88,234,""
18491,"ляпсус","s",0.5,33,78,35,""
18492,"лярва","s",0.4,18,75,24,""
18493,"лясы","s",0.5,32,81,38,""
18494,"лях","s",0.5,21,76,29,"*"
18495,"м","intj",3.9,73,89,264,""
18496,"мавзолей","s",6.5,87,91,277,""
18497,"мавр","s",1.5,58,84,90,""
18498,"мавританский","a",0.9,38,80,48,""
18499,"маг","s",14.6,84,64,191,""
18500,"магаданский","a",3.8,59,78,134,""
18501,"магазин","s",147.2,100,95,3858,""
18502,"магазинный","a",2.4,79,91,160,""
18503,"магазинчик","s",5.3,88,92,299,""
18504,"магараджа","s",0.5,12,48,13,""
18505,"магистерский","a",0.6,31,79,40,""
18506,"магистр","s",3.6,78,82,151,""
18507,"магистраль","s",9.8,94,91,550,""
18508,"магистральный","a",7.6,75,86,389,""
18509,"магистрат","s",0.6,18,65,29,""
18510,"магистратура","s",0.5,18,65,22,""
18511,"магически","adv",0.5,33,84,43,""
18512,"магический","a",14.3,96,86,548,""
18513,"магия","s",10.6,96,83,373,""
18514,"магма","s",0.7,33,78,39,""
18515,"магматический","a",0.5,9,56,15,""
18516,"магнат","s",3.9,70,86,233,""
18517,"магнезит","s",0.6,13,54,16,""
18518,"магнетизм","s",2,51,64,80,""
18519,"магнетит","s",0.7,11,59,19,""
18520,"магнетитовый","a",0.4,7,27,9,""
18521,"магнетический","a",0.5,39,86,41,""
18522,"магниевый","a",1.1,39,63,49,""
18523,"магний","s",3.4,57,78,134,""
18524,"магнит","s",6,94,66,252,""
18525,"магнитный","a",21,96,79,586,""
18526,"магнитогорский","a",1.5,43,85,87,""
18527,"магнитола","s",1.1,43,85,82,""
18528,"магнитофон","s",14.3,96,92,523,""
18529,"магнитофонный","a",2.8,78,90,173,""
18530,"магнолия","s",1.2,52,86,73,""
18531,"магнум","s",0.4,21,77,21,""
18532,"магометанин","s",0.4,24,74,31,""
18533,"мадам","s",23.1,94,80,510,""
18534,"мадемуазель","s",2.7,60,81,108,""
18535,"мадера","s",0.8,31,79,42,""
18536,"мадмуазель","s",0.5,19,72,30,""
18537,"мадонна","s",5.4,85,83,233,""
18538,"мадригал","s",0.4,17,64,21,""
18539,"мадридский","a",1.5,53,87,102,""
18540,"маевка","s",0.4,13,68,15,""
18541,"маета","s",0.5,30,78,40,""
18542,"маечка","s",1.7,63,85,110,"*"
18543,"мажор","s",1,49,86,71,""
18544,"мажордом","s",0.8,22,63,24,""
18545,"мажоритарный","a",0.5,26,80,38,""
18546,"мажорный","a",1.1,63,89,91,""
18547,"мазанка","s",1,40,80,54,""
18548,"мазать","v",5.9,88,83,298,""
18549,"мазаться","v",0.9,44,80,59,""
18550,"мазилка","s",0.4,15,63,21,""
18551,"мазнуть","v",0.9,42,85,69,""
18552,"мазня","s",1,45,84,68,""
18553,"мазок","s",2.8,78,90,179,""
18554,"мазохизм","s",1.2,47,78,67,""
18555,"мазохист","s",0.6,32,76,41,""
18556,"мазохистский","a",0.5,31,82,41,""
18557,"мазурка","s",0.9,39,83,53,""
18558,"мазут","s",4,86,83,186,""
18559,"мазутный","a",0.7,28,75,39,""
18560,"мазь","s",5.5,91,89,261,""
18561,"май","s",97,100,93,3815,""
18562,"майдан","s",0.4,22,76,22,""
18563,"майка","s",15.2,89,90,619,"*"
18564,"майонез","s",3.5,82,86,166,""
18565,"майонезный","a",0.4,24,79,27,""
18566,"майор","s",58,95,89,671,""
18567,"майорский","a",0.7,40,83,51,""
18568,"майорша","s",0.4,7,21,7,""
18569,"майский","a",10.6,94,93,577,""
18570,"мак","s",6.3,99,89,299,"*"
18571,"макака","s",3.8,50,50,64,""
18572,"макаронина","s",0.5,23,67,26,""
18573,"макаронный","a",1.3,50,82,74,""
18574,"макароны","s",6.3,90,91,325,""
18575,"макать","v",1.7,62,88,124,""
18576,"макдональдс","s",1.5,50,86,90,""
18577,"македонец","s",0.4,21,77,26,""
18578,"македонский","a",2,69,87,122,""
18579,"макет","s",8,93,90,402,""
18580,"макинтош","s",1.3,36,72,53,"*"
18581,"макияж","s",5.5,80,85,220,""
18582,"маклер","s",1.9,39,50,55,""
18583,"макнуть","v",0.5,25,72,37,""
18584,"мако","s",0.4,5,29,5,""
18585,"маков","a",0.8,43,86,65,""
18586,"маковка","s",1.6,48,83,85,""
18587,"маковый","a",0.4,29,83,36,""
18588,"макрокосм","s",0.4,17,64,19,""
18589,"макромир","s",0.4,14,65,20,""
18590,"макромолекула","s",1.2,16,52,35,""
18591,"макроскопический","a",1.2,18,63,40,""
18592,"макроуровень","s",0.6,19,70,32,""
18593,"макрофаг","s",1.7,14,54,41,""
18594,"макроэкономика","s",0.7,37,85,56,""
18595,"макроэкономический","a",4.8,56,86,275,""
18596,"макси","s",0.4,20,69,22,""
18597,"максима","s",1.1,52,84,73,""
18598,"максимализм","s",1.5,64,87,104,""
18599,"максималист","s",0.6,36,82,46,""
18600,"максимально","adv",24.3,96,91,1668,""
18601,"максимальный","a",46.5,100,89,2549,""
18602,"максимизация","s",0.8,23,75,56,""
18603,"максимум","adv",1.4,65,90,123,""
18604,"максимум","s",19.9,100,93,1258,""
18605,"макулатура","s",1.8,65,80,110,""
18606,"макушка","s",8.7,93,91,463,""
18607,"малайзийский","a",0.5,22,75,31,""
18608,"малайский","a",0.5,24,73,26,""
18609,"малахай","s",0.6,30,82,37,""
18610,"малахит","s",1.1,44,76,57,""
18611,"малахитовый","a",1.3,42,80,63,""
